client_id,credit_given,month,default,gender_encoded,education_0,education_1,education_2,education_3,education_4,education_5,education_6,marital_0,marital_1,marital_2,marital_3,credit_given_scaled
22431,90000,10,0,1,False,False,True,False,False,False,False,False,True,False,False,-0.6008986550808072
21852,80000,10,0,1,False,False,False,False,False,True,False,False,False,True,False,-0.6779374192727855
14573,130000,10,1,0,False,True,False,False,False,False,False,False,True,False,False,-0.29274359831289426
7096,20000,10,0,1,False,False,True,False,False,False,False,False,False,True,False,-1.140170004424655
16041,50000,10,0,1,False,False,True,False,False,False,False,False,True,False,False,-0.9090537118487202
21449,440000,10,0,1,False,True,False,False,False,False,False,False,False,True,False,2.0954580916384313
28263,160000,10,0,1,False,False,True,False,False,False,False,False,True,False,False,-0.0616273057369595
14653,30000,10,1,0,False,False,True,False,False,False,False,False,False,True,False,-1.0631312402326767
18779,300000,10,0,1,False,True,False,False,False,False,False,False,False,True,False,1.016915392950736
6315,140000,10,0,0,False,True,False,False,False,False,False,False,False,True,False,-0.21570483412091598
25093,20000,10,0,0,False,False,True,False,False,False,False,False,True,False,False,-1.140170004424655
23005,450000,10,0,1,False,True,False,False,False,False,False,False,False,True,False,2.1724968558304094
2610,550000,10,0,0,False,False,True,False,False,False,False,False,True,False,False,2.942884497750192
3384,110000,10,1,1,False,False,True,False,False,False,False,False,True,False,False,-0.4468211266968507
28239,30000,10,0,1,False,False,False,True,False,False,False,False,False,True,False,-1.0631312402326767
24796,120000,10,0,0,False,False,True,False,False,False,False,False,True,False,False,-0.3697823625048725
29773,250000,10,0,0,False,False,False,True,False,False,False,False,True,False,False,0.6317215719908447
7705,200000,10,0,0,False,True,False,False,False,False,False,False,False,True,False,0.24652775103095348
21606,80000,10,0,1,False,False,True,False,False,False,False,False,False,True,False,-0.6779374192727855
22553,80000,10,0,1,False,False,False,True,False,False,False,False,True,False,False,-0.6779374192727855
1612,300000,10,0,1,False,False,False,True,False,False,False,False,True,False,False,1.016915392950736
18670,200000,10,0,1,False,False,True,False,False,False,False,False,False,True,False,0.24652775103095348
10619,500000,10,0,0,False,True,False,False,False,False,False,False,True,False,False,2.5576906767903007
25161,80000,10,1,1,False,True,False,False,False,False,False,False,False,True,False,-0.6779374192727855
7751,80000,10,0,1,False,False,True,False,False,False,False,False,False,True,False,-0.6779374192727855
17047,60000,10,1,1,False,False,True,False,False,False,False,False,False,True,False,-0.832014947656742
4582,210000,10,1,0,False,True,False,False,False,False,False,False,True,False,False,0.3235665152229317
27580,240000,10,1,0,False,True,False,False,False,False,False,False,True,False,False,0.5546828077988665
16763,50000,10,1,0,False,False,False,True,False,False,False,False,True,False,False,-0.9090537118487202
11516,300000,10,0,0,False,True,False,False,False,False,False,False,False,True,False,1.016915392950736
25512,20000,10,0,1,False,True,False,False,False,False,False,False,False,True,False,-1.140170004424655
6233,60000,10,0,1,False,False,True,False,False,False,False,False,False,True,False,-0.832014947656742
16574,50000,10,0,0,False,False,True,False,False,False,False,False,False,False,True,-0.9090537118487202
17811,50000,10,0,0,False,False,True,False,False,False,False,False,False,True,False,-0.9090537118487202
6839,80000,10,1,1,False,False,True,False,False,False,False,False,False,True,False,-0.6779374192727855
1113,90000,10,0,1,False,False,True,False,False,False,False,False,True,False,False,-0.6008986550808072
755,470000,10,0,1,False,False,True,False,False,False,False,False,True,False,False,2.326574384214366
13304,300000,10,0,1,False,False,True,False,False,False,False,False,True,False,False,1.016915392950736
15495,20000,10,1,0,False,False,True,False,False,False,False,False,False,True,False,-1.140170004424655
17043,300000,10,0,1,False,False,True,False,False,False,False,False,False,True,False,1.016915392950736
17332,30000,10,1,1,False,False,False,True,False,False,False,False,True,False,False,-1.0631312402326767
22145,300000,10,1,1,False,True,False,False,False,False,False,False,False,True,False,1.016915392950736
16657,360000,10,0,0,False,True,False,False,False,False,False,False,False,True,False,1.4791479781026053
28056,50000,10,0,1,False,False,True,False,False,False,False,False,True,False,False,-0.9090537118487202
614,40000,10,0,0,False,False,True,False,False,False,False,False,False,True,False,-0.9860924760406985
2195,130000,10,0,0,False,False,True,False,False,False,False,False,True,False,False,-0.29274359831289426
4327,150000,10,0,0,False,True,False,False,False,False,False,False,True,False,False,-0.13866606992893774
2030,30000,10,1,1,False,False,True,False,False,False,False,False,True,False,False,-1.0631312402326767
28052,30000,10,0,1,False,False,True,False,False,False,False,False,True,False,False,-1.0631312402326767
20535,90000,10,0,0,False,False,True,False,False,False,False,False,True,False,False,-0.6008986550808072
17166,180000,10,0,1,False,True,False,False,False,False,False,False,False,True,False,0.09245022264699698
5309,80000,10,0,0,False,True,False,False,False,False,False,False,False,True,False,-0.6779374192727855
3779,230000,10,0,0,False,True,False,False,False,False,False,False,True,False,False,0.4776440436068882
24712,180000,10,0,0,False,False,False,True,False,False,False,False,True,False,False,0.09245022264699698
6289,400000,10,0,0,False,True,False,False,False,False,False,False,True,False,False,1.7873030348705183
21453,20000,10,0,1,False,False,False,True,False,False,False,False,True,False,False,-1.140170004424655
19001,240000,10,0,1,False,True,False,False,False,False,False,False,False,True,False,0.5546828077988665
4657,70000,10,0,1,False,False,False,True,False,False,False,False,True,False,False,-0.7549761834647637
28270,20000,10,1,1,False,False,True,False,False,False,False,False,True,False,False,-1.140170004424655
7477,30000,10,1,1,False,False,True,False,False,False,False,False,True,False,False,-1.0631312402326767
27552,330000,10,0,0,False,False,False,True,False,False,False,False,True,False,False,1.2480316855266707
9170,90000,10,0,0,False,False,False,True,False,False,False,False,True,False,False,-0.6008986550808072
1652,170000,10,0,0,False,True,False,False,False,False,False,False,False,True,False,0.015411458455018744
25041,50000,10,0,0,False,False,False,True,False,False,False,False,False,True,False,-0.9090537118487202
26156,200000,10,0,1,False,True,False,False,False,False,False,False,False,True,False,0.24652775103095348
8560,110000,10,0,0,False,False,True,False,False,False,False,False,False,True,False,-0.4468211266968507
332,130000,10,1,1,False,False,True,False,False,False,False,False,False,True,False,-0.29274359831289426
20189,150000,10,0,1,False,True,False,False,False,False,False,False,True,False,False,-0.13866606992893774
22871,180000,10,0,1,False,False,True,False,False,False,False,False,False,True,False,0.09245022264699698
12586,500000,10,0,1,False,True,False,False,False,False,False,False,False,True,False,2.5576906767903007
4822,360000,10,0,1,False,False,True,False,False,False,False,False,False,True,False,1.4791479781026053
9557,280000,10,1,0,False,False,True,False,False,False,False,False,False,True,False,0.8628378645667795
26346,200000,10,0,1,False,True,False,False,False,False,False,False,False,True,False,0.24652775103095348
10545,110000,10,0,0,False,False,True,False,False,False,False,False,False,True,False,-0.4468211266968507
21485,50000,10,0,1,False,False,True,False,False,False,False,False,False,True,False,-0.9090537118487202
29199,200000,10,0,0,False,False,False,True,False,False,False,False,False,True,False,0.24652775103095348
23144,100000,10,0,1,False,False,True,False,False,False,False,False,True,False,False,-0.523859890888829
28406,500000,10,0,1,False,True,False,False,False,False,False,False,False,True,False,2.5576906767903007
19514,170000,10,0,1,False,True,False,False,False,False,False,False,False,True,False,0.015411458455018744
418,50000,10,0,1,False,True,False,False,False,False,False,False,False,True,False,-0.9090537118487202
26153,290000,10,0,1,False,False,False,True,False,False,False,False,False,True,False,0.9398766287587577
12607,100000,10,1,0,False,True,False,False,False,False,False,False,False,True,False,-0.523859890888829
24503,50000,10,0,0,False,True,False,False,False,False,False,False,False,True,False,-0.9090537118487202
7175,20000,10,0,0,False,False,True,False,False,False,False,False,True,False,False,-1.140170004424655
14552,140000,10,0,1,False,False,True,False,False,False,False,False,False,True,False,-0.21570483412091598
10850,50000,10,0,1,False,False,True,False,False,False,False,False,False,True,False,-0.9090537118487202
8206,240000,10,0,0,False,True,False,False,False,False,False,False,True,False,False,0.5546828077988665
29404,130000,10,0,0,False,False,True,False,False,False,False,False,False,True,False,-0.29274359831289426
18549,300000,10,0,1,False,False,True,False,False,False,False,False,False,True,False,1.016915392950736
19573,90000,10,1,1,False,False,True,False,False,False,False,False,True,False,False,-0.6008986550808072
8643,400000,10,0,0,False,True,False,False,False,False,False,False,False,True,False,1.7873030348705183
23325,270000,10,0,1,False,True,False,False,False,False,False,False,True,False,False,0.7857991003748012
12043,20000,10,0,1,False,False,True,False,False,False,False,False,False,True,False,-1.140170004424655
16666,200000,10,0,0,False,False,True,False,False,False,False,False,True,False,False,0.24652775103095348
6610,420000,10,0,0,False,True,False,False,False,False,False,False,True,False,False,1.941380563254475
23755,300000,10,0,1,False,False,False,False,True,False,False,False,True,False,False,1.016915392950736
1716,50000,10,0,1,False,False,True,False,False,False,False,False,True,False,False,-0.9090537118487202
25643,30000,10,0,1,False,False,True,False,False,False,False,False,True,False,False,-1.0631312402326767
24369,330000,10,0,0,False,False,False,True,False,False,False,False,True,False,False,1.2480316855266707
6409,50000,10,0,1,False,False,True,False,False,False,False,False,False,True,False,-0.9090537118487202
24673,20000,10,1,0,False,False,True,False,False,False,False,False,False,True,False,-1.140170004424655
2248,280000,10,1,0,False,False,True,False,False,False,False,False,True,False,False,0.8628378645667795
22035,160000,10,0,1,False,True,False,False,False,False,False,False,False,True,False,-0.0616273057369595
17817,50000,10,0,0,False,False,True,False,False,False,False,False,False,True,False,-0.9090537118487202
13943,360000,10,0,1,False,True,False,False,False,False,False,False,False,True,False,1.4791479781026053
17841,10000,10,1,0,False,False,True,False,False,False,False,False,False,True,False,-1.217208768616633
20205,20000,10,0,1,False,False,False,True,False,False,False,False,False,True,False,-1.140170004424655
25781,200000,10,0,1,False,False,True,False,False,False,False,False,True,False,False,0.24652775103095348
2464,20000,10,1,0,False,False,True,False,False,False,False,False,False,True,False,-1.140170004424655
23624,80000,10,1,1,False,False,True,False,False,False,False,False,False,True,False,-0.6779374192727855
15952,20000,10,0,1,False,False,False,True,False,False,False,False,False,True,False,-1.140170004424655
6503,170000,10,0,1,False,False,False,True,False,False,False,False,False,True,False,0.015411458455018744
10573,360000,10,0,1,False,True,False,False,False,False,False,False,False,True,False,1.4791479781026053
1841,70000,10,0,1,False,False,True,False,False,False,False,False,True,False,False,-0.7549761834647637
8880,180000,10,0,1,False,False,True,False,False,False,False,False,True,False,False,0.09245022264699698
15123,200000,10,0,0,False,True,False,False,False,False,False,False,True,False,False,0.24652775103095348
27732,20000,10,0,1,False,True,False,False,False,False,False,False,False,True,False,-1.140170004424655
22118,200000,10,0,1,False,True,False,False,False,False,False,False,False,True,False,0.24652775103095348
26954,200000,10,0,0,False,False,True,False,False,False,False,False,True,False,False,0.24652775103095348
11096,220000,10,1,1,False,False,False,True,False,False,False,False,True,False,False,0.40060527941491
3076,200000,10,0,1,False,True,False,False,False,False,False,False,False,True,False,0.24652775103095348
23981,50000,10,0,0,False,False,True,False,False,False,False,False,False,True,False,-0.9090537118487202
8426,50000,10,0,1,False,True,False,False,False,False,False,False,False,True,False,-0.9090537118487202
21438,360000,10,1,1,False,False,True,False,False,False,False,False,False,True,False,1.4791479781026053
21291,430000,10,0,0,False,True,False,False,False,False,False,False,True,False,False,2.0184193274464532
17416,70000,10,1,1,False,False,False,True,False,False,False,False,True,False,False,-0.7549761834647637
25927,290000,10,0,1,False,True,False,False,False,False,False,False,True,False,False,0.9398766287587577
12905,50000,10,1,0,False,False,True,False,False,False,False,False,True,False,False,-0.9090537118487202
7654,20000,10,0,0,False,False,False,True,False,False,False,False,True,False,False,-1.140170004424655
29877,220000,10,0,0,False,True,False,False,False,False,False,False,True,False,False,0.40060527941491
12760,300000,10,0,1,False,False,True,False,False,False,False,False,True,False,False,1.016915392950736
28381,460000,10,0,1,False,False,True,False,False,False,False,False,False,True,False,2.249535620022388
26936,230000,10,0,0,False,True,False,False,False,False,False,False,True,False,False,0.4776440436068882
27801,100000,10,1,1,False,False,True,False,False,False,False,False,False,True,False,-0.523859890888829
19083,70000,10,1,1,False,False,False,True,False,False,False,False,True,False,False,-0.7549761834647637
10819,200000,10,1,1,False,True,False,False,False,False,False,False,True,False,False,0.24652775103095348
24117,460000,10,0,0,False,False,False,False,True,False,False,False,False,True,False,2.249535620022388
9599,340000,10,0,0,False,True,False,False,False,False,False,False,False,True,False,1.325070449718649
17058,30000,10,1,1,False,False,False,True,False,False,False,False,False,True,False,-1.0631312402326767
8327,180000,10,0,1,False,False,True,False,False,False,False,False,True,False,False,0.09245022264699698
27435,90000,10,1,0,False,False,True,False,False,False,False,False,True,False,False,-0.6008986550808072
15951,50000,10,1,1,False,False,True,False,False,False,False,False,True,False,False,-0.9090537118487202
17427,30000,10,0,1,False,False,True,False,False,False,False,False,False,True,False,-1.0631312402326767
24886,260000,10,0,0,False,True,False,False,False,False,False,False,True,False,False,0.708760336182823
4758,210000,10,1,1,False,False,True,False,False,False,False,False,True,False,False,0.3235665152229317
13833,70000,10,0,1,False,False,True,False,False,False,False,False,True,False,False,-0.7549761834647637
243,50000,10,0,1,False,False,True,False,False,False,False,False,False,True,False,-0.9090537118487202
1768,70000,10,0,1,False,False,True,False,False,False,False,False,False,True,False,-0.7549761834647637
17424,20000,10,1,1,False,False,False,True,False,False,False,False,True,False,False,-1.140170004424655
19696,180000,10,0,1,False,False,False,True,False,False,False,False,True,False,False,0.09245022264699698
15160,70000,10,0,1,False,False,True,False,False,False,False,False,False,True,False,-0.7549761834647637
16272,110000,10,0,1,False,False,True,False,False,False,False,False,False,True,False,-0.4468211266968507
29909,140000,10,1,0,False,True,False,False,False,False,False,False,False,True,False,-0.21570483412091598
22728,280000,10,1,1,False,False,False,False,True,False,False,False,True,False,False,0.8628378645667795
22116,300000,10,0,1,False,True,False,False,False,False,False,False,False,True,False,1.016915392950736
18127,160000,10,0,0,False,False,False,True,False,False,False,False,True,False,False,-0.0616273057369595
11812,50000,10,0,1,False,False,True,False,False,False,False,False,False,True,False,-0.9090537118487202
11471,10000,10,0,0,False,False,True,False,False,False,False,False,False,True,False,-1.217208768616633
22016,70000,10,0,1,False,True,False,False,False,False,False,False,False,True,False,-0.7549761834647637
19423,110000,10,0,1,False,True,False,False,False,False,False,False,False,True,False,-0.4468211266968507
17719,220000,10,1,1,False,True,False,False,False,False,False,False,True,False,False,0.40060527941491
20871,200000,10,1,0,False,True,False,False,False,False,False,False,False,True,False,0.24652775103095348
14441,50000,10,0,1,False,True,False,False,False,False,False,False,False,True,False,-0.9090537118487202
9788,130000,10,1,0,False,True,False,False,False,False,False,False,False,True,False,-0.29274359831289426
25697,120000,10,0,1,False,False,False,True,False,False,False,False,True,False,False,-0.3697823625048725
16872,30000,10,1,0,False,False,False,True,False,False,False,False,False,True,False,-1.0631312402326767
2867,80000,10,0,1,False,True,False,False,False,False,False,False,False,True,False,-0.6779374192727855
27723,140000,10,0,1,False,True,False,False,False,False,False,False,False,True,False,-0.21570483412091598
23131,100000,10,0,1,False,True,False,False,False,False,False,False,False,True,False,-0.523859890888829
6044,130000,10,0,0,False,False,True,False,False,False,False,False,True,False,False,-0.29274359831289426
11822,20000,10,0,0,False,False,True,False,False,False,False,False,False,True,False,-1.140170004424655
17056,50000,10,0,1,False,False,False,True,False,False,False,False,True,False,False,-0.9090537118487202
28964,420000,10,1,1,False,False,True,False,False,False,False,False,True,False,False,1.941380563254475
24437,260000,10,0,0,False,True,False,False,False,False,False,False,False,True,False,0.708760336182823
14068,50000,10,0,0,False,False,False,True,False,False,False,False,False,True,False,-0.9090537118487202
12909,120000,10,1,0,False,False,False,True,False,False,False,False,False,True,False,-0.3697823625048725
1534,230000,10,0,1,False,True,False,False,False,False,False,False,False,True,False,0.4776440436068882
8764,500000,10,0,1,False,False,True,False,False,False,False,False,False,True,False,2.5576906767903007
15158,50000,10,0,1,False,False,True,False,False,False,False,False,True,False,False,-0.9090537118487202
25350,130000,10,0,1,False,True,False,False,False,False,False,False,False,True,False,-0.29274359831289426
8734,290000,10,0,1,False,False,True,False,False,False,False,False,False,True,False,0.9398766287587577
29780,50000,10,0,0,False,False,True,False,False,False,False,False,True,False,False,-0.9090537118487202
9801,50000,10,0,0,False,False,True,False,False,False,False,False,False,True,False,-0.9090537118487202
6327,80000,10,0,1,False,False,True,False,False,False,False,False,True,False,False,-0.6779374192727855
23203,180000,10,0,1,False,False,True,False,False,False,False,False,True,False,False,0.09245022264699698
22607,30000,10,0,1,False,True,False,False,False,False,False,False,True,False,False,-1.0631312402326767
5410,150000,10,0,0,False,False,False,True,False,False,False,False,True,False,False,-0.13866606992893774
14300,170000,10,0,0,False,True,False,False,False,False,False,False,False,True,False,0.015411458455018744
25092,300000,10,0,0,False,True,False,False,False,False,False,False,True,False,False,1.016915392950736
15573,220000,10,0,0,False,False,True,False,False,False,False,False,True,False,False,0.40060527941491
28252,120000,10,0,1,False,True,False,False,False,False,False,False,True,False,False,-0.3697823625048725
214,30000,10,0,0,False,False,True,False,False,False,False,False,False,True,False,-1.0631312402326767
11769,260000,10,0,1,False,False,True,False,False,False,False,False,False,True,False,0.708760336182823
24645,360000,10,0,0,False,False,False,True,False,False,False,False,True,False,False,1.4791479781026053
17090,80000,10,0,1,False,False,True,False,False,False,False,False,False,True,False,-0.6779374192727855
25338,200000,10,0,1,False,False,True,False,False,False,False,False,False,True,False,0.24652775103095348
14868,100000,10,1,1,False,False,True,False,False,False,False,False,False,True,False,-0.523859890888829
2138,300000,10,0,1,False,False,True,False,False,False,False,False,True,False,False,1.016915392950736
17036,110000,10,0,1,False,False,True,False,False,False,False,False,False,True,False,-0.4468211266968507
7910,50000,10,0,1,False,False,False,True,False,False,False,False,False,True,False,-0.9090537118487202
7215,380000,10,0,0,False,True,False,False,False,False,False,False,True,False,False,1.633225506486562
7474,160000,10,0,0,False,True,False,False,False,False,False,False,True,False,False,-0.0616273057369595
14074,50000,10,0,0,False,False,False,True,False,False,False,False,False,True,False,-0.9090537118487202
9167,30000,10,1,0,False,False,True,False,False,False,False,False,False,True,False,-1.0631312402326767
27573,500000,10,0,0,False,True,False,False,False,False,False,False,True,False,False,2.5576906767903007
3821,220000,10,0,0,False,True,False,False,False,False,False,False,True,False,False,0.40060527941491
1714,390000,10,0,1,False,True,False,False,False,False,False,False,True,False,False,1.71026427067854
11839,150000,10,0,1,False,True,False,False,False,False,False,False,False,True,False,-0.13866606992893774
16720,210000,10,0,0,False,True,False,False,False,False,False,False,True,False,False,0.3235665152229317
19466,30000,10,1,1,False,False,True,False,False,False,False,False,True,False,False,-1.0631312402326767
14853,150000,10,0,1,False,False,True,False,False,False,False,False,True,False,False,-0.13866606992893774
22814,80000,10,0,1,False,False,True,False,False,False,False,False,True,False,False,-0.6779374192727855
21183,160000,10,0,0,False,True,False,False,False,False,False,False,True,False,False,-0.0616273057369595
17971,120000,10,0,0,False,False,True,False,False,False,False,False,False,False,True,-0.3697823625048725
26305,90000,10,0,1,False,True,False,False,False,False,False,False,False,True,False,-0.6008986550808072
563,60000,10,0,1,False,False,True,False,False,False,False,False,True,False,False,-0.832014947656742
3391,20000,10,1,0,False,False,True,False,False,False,False,False,False,True,False,-1.140170004424655
28612,60000,10,0,1,False,False,False,True,False,False,False,False,False,True,False,-0.832014947656742
22279,500000,10,0,1,False,False,True,False,False,False,False,False,False,True,False,2.5576906767903007
6434,20000,10,0,1,False,True,False,False,False,False,False,False,True,False,False,-1.140170004424655
15746,90000,10,0,1,False,False,True,False,False,False,False,False,False,True,False,-0.6008986550808072
13992,230000,10,1,0,False,True,False,False,False,False,False,False,True,False,False,0.4776440436068882
4885,70000,10,1,0,False,False,True,False,False,False,False,False,False,True,False,-0.7549761834647637
16784,50000,10,1,0,False,False,True,False,False,False,False,False,False,True,False,-0.9090537118487202
8924,230000,10,0,0,False,True,False,False,False,False,False,False,False,True,False,0.4776440436068882
12156,50000,10,1,0,False,True,False,False,False,False,False,False,False,True,False,-0.9090537118487202
6053,50000,10,0,0,False,False,True,False,False,False,False,False,True,False,False,-0.9090537118487202
7782,100000,10,0,0,False,False,True,False,False,False,False,False,False,True,False,-0.523859890888829
7308,30000,10,1,1,False,False,False,True,False,False,False,False,False,True,False,-1.0631312402326767
1179,50000,10,0,0,False,False,True,False,False,False,False,False,False,True,False,-0.9090537118487202
13577,50000,10,0,0,False,True,False,False,False,False,False,False,False,True,False,-0.9090537118487202
26717,490000,10,0,0,False,True,False,False,False,False,False,False,False,True,False,2.4806519125983226
16829,230000,10,0,0,False,False,True,False,False,False,False,False,True,False,False,0.4776440436068882
12810,180000,10,1,1,False,True,False,False,False,False,False,False,False,True,False,0.09245022264699698
197,150000,10,0,1,False,False,True,False,False,False,False,False,True,False,False,-0.13866606992893774
14132,60000,10,0,0,False,False,True,False,False,False,False,False,False,True,False,-0.832014947656742
8532,50000,10,0,0,False,True,False,False,False,False,False,False,False,True,False,-0.9090537118487202
16502,10000,10,0,0,False,False,True,False,False,False,False,False,False,True,False,-1.217208768616633
7618,80000,10,1,1,False,False,True,False,False,False,False,False,False,True,False,-0.6779374192727855
27071,230000,10,0,0,False,True,False,False,False,False,False,False,False,True,False,0.4776440436068882
3026,20000,10,0,0,False,False,True,False,False,False,False,False,True,False,False,-1.140170004424655
21214,360000,10,0,0,False,False,False,True,False,False,False,False,False,True,False,1.4791479781026053
21421,50000,10,1,1,False,False,True,False,False,False,False,False,False,True,False,-0.9090537118487202
5370,390000,10,0,1,False,False,True,False,False,False,False,False,True,False,False,1.71026427067854
16532,50000,10,0,0,False,False,True,False,False,False,False,False,False,True,False,-0.9090537118487202
24059,90000,10,0,0,False,False,False,False,True,False,False,False,False,True,False,-0.6008986550808072
23442,270000,10,0,1,False,True,False,False,False,False,False,False,True,False,False,0.7857991003748012
17927,10000,10,1,0,False,False,True,False,False,False,False,False,True,False,False,-1.217208768616633
20254,170000,10,0,1,False,False,True,False,False,False,False,False,True,False,False,0.015411458455018744
5960,50000,10,0,1,False,False,True,False,False,False,False,False,False,True,False,-0.9090537118487202
3918,260000,10,1,0,False,True,False,False,False,False,False,False,True,False,False,0.708760336182823
3523,50000,10,0,0,False,True,False,False,False,False,False,False,False,True,False,-0.9090537118487202
28230,400000,10,1,1,False,False,True,False,False,False,False,False,False,True,False,1.7873030348705183
28324,180000,10,1,1,False,False,True,False,False,False,False,False,True,False,False,0.09245022264699698
16924,20000,10,0,0,False,False,True,False,False,False,False,False,False,True,False,-1.140170004424655
9327,360000,10,0,0,False,True,False,False,False,False,False,False,False,True,False,1.4791479781026053
25660,160000,10,0,1,False,False,True,False,False,False,False,False,True,False,False,-0.0616273057369595
22748,220000,10,0,1,False,False,True,False,False,False,False,False,True,False,False,0.40060527941491
23011,230000,10,1,1,False,False,True,False,False,False,False,False,True,False,False,0.4776440436068882
23762,180000,10,0,1,False,False,True,False,False,False,False,False,False,True,False,0.09245022264699698
21319,660000,10,0,0,False,True,False,False,False,False,False,False,False,True,False,3.7903109038619527
11004,30000,10,0,0,False,False,True,False,False,False,False,False,True,False,False,-1.0631312402326767
20113,280000,10,0,1,False,False,True,False,False,False,False,False,False,True,False,0.8628378645667795
28377,50000,10,0,1,False,False,True,False,False,False,False,False,True,False,False,-0.9090537118487202
6764,190000,10,0,1,False,False,False,True,False,False,False,False,True,False,False,0.16948898683897523
24157,50000,10,0,0,False,True,False,False,False,False,False,False,False,True,False,-0.9090537118487202
19217,50000,10,0,1,False,False,True,False,False,False,False,False,False,True,False,-0.9090537118487202
22352,150000,10,0,1,False,True,False,False,False,False,False,False,True,False,False,-0.13866606992893774
15037,280000,10,0,0,False,False,True,False,False,False,False,False,False,True,False,0.8628378645667795
26709,50000,10,0,0,False,True,False,False,False,False,False,False,False,True,False,-0.9090537118487202
23053,120000,10,1,1,False,True,False,False,False,False,False,False,False,True,False,-0.3697823625048725
4764,230000,10,0,1,False,False,True,False,False,False,False,False,True,False,False,0.4776440436068882
2352,580000,10,0,0,False,True,False,False,False,False,False,False,True,False,False,3.1740007903261267
29717,50000,10,1,0,False,False,False,True,False,False,False,False,True,False,False,-0.9090537118487202
3082,280000,10,0,1,False,False,True,False,False,False,False,False,True,False,False,0.8628378645667795
1417,30000,10,0,1,False,False,False,True,False,False,False,False,False,True,False,-1.0631312402326767
21730,50000,10,0,1,False,False,True,False,False,False,False,False,True,False,False,-0.9090537118487202
23736,230000,10,0,1,False,False,True,False,False,False,False,False,False,True,False,0.4776440436068882
23828,280000,10,1,1,False,False,True,False,False,False,False,False,True,False,False,0.8628378645667795
15706,50000,10,0,0,False,False,True,False,False,False,False,False,False,True,False,-0.9090537118487202
3719,20000,10,0,1,False,False,True,False,False,False,False,False,True,False,False,-1.140170004424655
26330,350000,10,0,1,False,False,True,False,False,False,False,False,False,True,False,1.4021092139106273
23806,150000,10,0,1,False,False,True,False,False,False,False,False,True,False,False,-0.13866606992893774
9317,120000,10,1,1,False,False,True,False,False,False,False,False,False,True,False,-0.3697823625048725
23249,80000,10,0,1,False,False,False,True,False,False,False,False,True,False,False,-0.6779374192727855
